Object ID,Ticket Number,Citation Issue Date,Citaton Issue Month,Citation Issue Time,Location,Violation Code,Violation,Fine Amount,Citation Status,Amount Paid,Amount Due,Suspend Code,Suspend Process Date,Suspend Until Date,Disposition Code,Last Edited Date,Geom
9541,817357575,9/25/12,,17:52,776 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/28/2012 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000, ,,"(37.7887213587, -122.413169201)"
9542,817357586,9/25/12,,17:52,780 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/28/2012 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000, ,,"(37.7887133263, -122.413232728)"
9543,817357590,9/25/12,,17:52,790 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,119 TOWZVLD,12/05/2012 12:00:00 AM +0000,12/26/2012 12:00:00 AM +0000, ,,"(37.7886932457, -122.413391549)"
9544,817357601,9/25/12,,17:52,786 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed, $                      -,0,731 731MP EXP,10/07/2012 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7887012782, -122.413328021)"
9545,817357612,9/25/12,,17:52,790 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/28/2012 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000, ,,"(37.7886932457, -122.413391549)"
9546,817357623,9/25/12,,16:52,812 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed, $                      -,0,730 730TRNLN,09/28/2012 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000,25 OFCR ERROR,,"(37.7886403716, -122.413806956)"
9547,817357634,9/25/12,,16:53,924 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,09/28/2012 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000, ,,"(37.7884059561, -122.415639487)"
9548,817357645,9/25/12,,16:53,954 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,09/28/2012 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000, ,,"(37.7883455166, -122.416111949)"
9549,817357656,9/25/12,,16:52,834 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,09/28/2012 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000, ,,"(37.7885960012, -122.414153838)"
9550,817357660,9/25/12,,16:57,1486 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,09/28/2012 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000, ,,"(37.7872334105, -122.424835397)"
9551,817357671,9/25/12,,11:29,767 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0, ,,, ,,"(37.7874616291, -122.414441824)"
9552,817357682,9/25/12,,11:53,1308 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,09/28/2012 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000, ,,"(37.787598525, -122.421960631)"
9553,817357693,9/25/12,,12:54,460 SUTTER ST,V22500H,DBL PARK,110,Closed,$174.00 ,0,730 730TRNLN,09/28/2012 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000, ,,"(37.7893803874, -122.407975747)"
9554,817357704,9/25/12,,12:54,450 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,09/28/2012 12:00:00 AM +0000,10/19/2012 12:00:00 AM +0000, ,,"(37.7894003448, -122.407818627)"
9555,814809995,9/26/12,,17:42,1035 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$199.00 ,0, ,,, ,,"(37.7803008145, -122.409454299)"
9556,814810006,9/26/12,,17:39,1443 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.774818523, -122.416378002)"
9557,817357715,9/26/12,,8:50,906 SUTTER ST,V22500I,BUS ZONE,267,Closed, $                      -,0,731 731MP EXP,10/08/2012 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7884422193, -122.415356011)"
9558,817357726,9/26/12,,15:35,987 POST ST,V22500I,BUS ZONE,267,Closed,$267.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7870023042, -122.418055866)"
9559,817357730,9/26/12,,15:59,666 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7889505861, -122.411358896)"
9560,817357741,9/26/12,,16:05,1454 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7872974798, -122.424330986)"
9561,817357752,9/26/12,,16:05,1488 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7872294063, -122.424866923)"
9562,817357763,9/26/12,,17:19,332 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7896376039, -122.405950625)"
9563,817357774,9/26/12,,17:21,446 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.789408328, -122.407755778)"
9564,817357785,9/26/12,,17:22,546 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7891996905, -122.409398238)"
9565,817357796,9/26/12,,17:26,918 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,213 HR REQ REC,11/29/2012 12:00:00 AM +0000,02/27/2013 12:00:00 AM +0000,6 HD HR DNID,,"(37.7884180445, -122.415544995)"
9566,817357800,9/26/12,,17:30,1334 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$110.00 ,0,119 TOWZVLD,11/28/2012 12:00:00 AM +0000,12/19/2012 12:00:00 AM +0000, ,,"(37.7875464101, -122.422370997)"
9567,817357811,9/26/12,,8:35,1045 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7868799293, -122.419019554)"
9568,817357822,9/26/12,,11:37,914 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7884261028, -122.415482)"
9569,817357833,9/26/12,,17:48,1253 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0, ,,, ,,"(37.7864415711, -122.422438347)"
9570,817357844,9/26/12,,17:48,1227 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0, ,,, ,,"(37.7864955988, -122.422028415)"
9571,817357855,9/26/12,,16:46,476 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7893484546, -122.408227138)"
9572,817357866,9/26/12,,16:46,482 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7893364802, -122.40832141)"
9573,817357870,9/26/12,,16:46,480 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0, ,,, ,,"(37.7893404719, -122.408289986)"
9574,817357881,9/26/12,,16:47,562 SUTTER ST,T32A.1,TWAWY ZN#1,93,Open, $                      -,199,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7891675728, -122.409651062)"
9575,817357892,9/26/12,,16:50,850 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7885637307, -122.414406116)"
9576,817357903,9/26/12,,16:51,946 SUTTER ST,T32A.2,TWAWY ZONE,83,Open, $                      -,83, ,,, ,,"(37.7883616347, -122.41598596)"
9577,817357914,9/26/12,,16:51,960 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7883334287, -122.416206441)"
9578,817357925,9/26/12,,16:52,1042 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed, $                      -,0,912 912DIFMAKE,02/15/2013 12:00:00 AM +0000,04/16/2013 12:00:00 AM +0000,555 MAKE MISM,,"(37.7881589588, -122.417563246)"
9579,817470010,9/26/12,,17:42,1075 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7796257423, -122.410309083)"
9580,817470021,9/26/12,,17:42,1077 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,22 22 GEN VAL,12/04/2012 12:00:00 AM +0000,12/25/2012 12:00:00 AM +0000, ,,"(37.7795919887, -122.410351821)"
9581,817470032,9/26/12,,17:42,1069 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$120.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7797270039, -122.410180866)"
9582,817470043,9/26/12,,17:42,1053 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7799970326, -122.409838953)"
9583,817470054,9/26/12,,17:44,923 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7821196713, -122.407151127)"
9584,817470065,9/26/12,,17:44,915 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7821631718, -122.40709604)"
9585,817470076,9/26/12,,17:44,907 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,09/29/2012 12:00:00 AM +0000,10/20/2012 12:00:00 AM +0000, ,,"(37.7824537207, -122.40672811)"
9586,817357936,9/27/12,,16:16,482 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7893364802, -122.40832141)"
9587,817357940,9/27/12,,16:17,560 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed, $                      -,0,731 731MP EXP,10/09/2012 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7891715877, -122.409619459)"
9588,817357951,9/27/12,,16:17,578 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed, $                      -,0,731 731MP EXP,10/09/2012 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7891354537, -122.409903887)"
9589,817357962,9/27/12,,16:19,878 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$110.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7885072563, -122.414847601)"
9590,817357973,9/27/12,,16:20,942 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7883696932, -122.415922965)"
9591,817357984,9/27/12,,16:20,1082 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.78807777, -122.418191654)"
9592,817357995,9/27/12,,16:21,1138 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$189.00 ,0, ,,, ,,"(37.7879562797, -122.419143242)"
9593,817358006,9/27/12,,16:21,1180 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$110.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7878718267, -122.41980838)"
9594,818062011,9/27/12,,16:24,1392 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7874301494, -122.423286426)"
9595,818062022,9/27/12,,16:24,1434 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7873375215, -122.424015729)"
9596,818062033,9/27/12,,16:24,1450 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7873054878, -122.424267935)"
9597,818062044,9/27/12,,16:25,1474 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed, $                      -,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000,25 OFCR ERROR,,"(37.7872574372, -122.424646244)"
9598,818062055,9/27/12,,17:36,348 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7896072305, -122.40618978)"
9599,818062066,9/27/12,,17:36,454 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7893923624, -122.407881474)"
9600,818062070,9/27/12,,17:36,462 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7893763957, -122.408007171)"
9601,818062081,9/27/12,,17:36,460 SUTTER ST,T32A.1,TWAWY ZN#1,93,Open, $                      -,93, ,,, ,,"(37.7893803874, -122.407975747)"
9602,818062092,9/27/12,,17:37,482 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7893364802, -122.40832141)"
9603,818062103,9/27/12,,17:37,534 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7892237782, -122.409208619)"
9604,818062114,9/27/12,,17:37,548 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7891956757, -122.40942984)"
9605,818062125,9/27/12,,17:38,572 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7891474984, -122.409809077)"
9606,818062136,9/27/12,,17:38,578 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$199.00 ,0, ,,, ,,"(37.7891354537, -122.409903887)"
9607,818062140,9/27/12,,17:40,972 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7883092526, -122.416395425)"
9608,818062151,9/27/12,,17:42,1160 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$147.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7879120425, -122.419491648)"
9609,818062162,9/27/12,,17:44,1382 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,57 57 INS INF,12/10/2012 12:00:00 AM +0000,12/31/2012 12:00:00 AM +0000, ,,"(37.7874501948, -122.423128594)"
9610,817470205,9/28/12,,12:27,1001 SUTTER ST,V22500I,BUS ZONE,267,Closed,$267.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7881086699, -122.416875615)"
9611,817470080,9/29/12,,9:00,777 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7874415097, -122.41459927)"
9612,817470091,9/29/12,,10:42,568 SUTTER ST,V22500H,DBL PARK,110,Closed,$174.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7891555282, -122.409745871)"
9613,817470102,9/29/12,,10:45,750 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7887735658, -122.412756269)"
9614,817470113,9/29/12,,11:42,981 POST ST,V22500I,BUS ZONE,267,Closed,$267.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7870134933, -122.417967749)"
9615,817470124,9/29/12,,12:01,424 SUTTER ST,V22500H,DBL PARK,110,Closed,$137.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7894522336, -122.407410114)"
9616,817470135,9/29/12,,12:04,926 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,15 15 DBL PRK,02/07/2013 12:00:00 AM +0000,02/28/2013 12:00:00 AM +0000,21 MAIL DELAY,,"(37.788401927, -122.415670985)"
9617,817470146,9/29/12,,12:04,938 SUTTER ST,V22500H,DBL PARK,110,Open, $                      -,110,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7883777517, -122.41585997)"
9618,817470150,9/29/12,,12:05,1054 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7881346023, -122.417751769)"
9619,817470161,9/29/12,,13:26,910 SUTTER ST,V22500I,BUS ZONE,267,Closed, $                      -,0,731 731MP EXP,10/11/2012 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7884341611, -122.415419005)"
9620,817470172,9/29/12,,14:45,762 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7887494703, -122.412946853)"
9621,817470183,9/29/12,,16:09,916 SUTTER ST,V22500H,DBL PARK,110,Closed,$174.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7884220737, -122.415513498)"
9622,817470194,9/29/12,,17:22,540 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,10/02/2012 12:00:00 AM +0000,10/23/2012 12:00:00 AM +0000, ,,"(37.7892117349, -122.409303428)"
9623,818062173,9/29/12,,11:01,412 SUTTER ST,V22500H,DBL PARK,110,Open, $                      -,216,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7894761817, -122.407221569)"
9624,818062184,9/29/12,,16:27,1146 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7879401936, -122.419269935)"
9625,818062195,9/29/12,,12:02,793 POST ST,V22500I,BUS ZONE,267,Open, $                      -,373,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7874093171, -122.414851182)"
9626,818062206,9/29/12,,12:28,1284 SUTTER ST,V22500I,BUS ZONE,267,Open, $                      -,373,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7876550863, -122.421515239)"
9627,818062210,9/29/12,,13:25,895 POST ST,V22500I,BUS ZONE,267,Closed,$294.00 ,0, ,,, ,,"(37.787196572, -122.416525909)"
9628,818062221,9/29/12,,13:45,906 SUTTER ST,V22500I,BUS ZONE,267,Closed,$267.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7884422193, -122.415356011)"
9629,818062232,9/29/12,,17:47,1004 SUTTER ST,V22500I,BUS ZONE,267,Closed,$331.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7882360844, -122.416966256)"
9630,817470216,9/30/12,,17:42,546 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7890636764, -122.398601882)"
9631,817470220,9/30/12,,17:49,810 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7843123196, -122.404619716)"
9632,817470231,9/30/12,,17:49,812 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$157.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000,26 COLFFDMV,,"(37.7842788045, -122.404662161)"
9633,817470242,9/30/12,,17:49,814 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$157.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7842452885, -122.404704606)"
9634,817470253,9/30/12,,12:15,431 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7881632526, -122.40892706)"
9635,817470264,9/30/12,,15:12,978 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7882971644, -122.416489917)"
9636,817470275,9/30/12,,16:35,434 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$120.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7894322767, -122.407567234)"
9637,817470286,9/30/12,,16:35,458 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.789384379, -122.407944322)"
9638,817470290,9/30/12,,16:35,444 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7894123197, -122.407724354)"
9639,817470301,9/30/12,,16:38,736 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7888016775, -122.41253392)"
9640,817470312,9/30/12,,16:40,1036 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7881711369, -122.417468985)"
9641,817470323,9/30/12,,16:46,1474 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,803 803ELIGREF,01/01/2013 12:00:00 AM +0000,04/01/2013 12:00:00 AM +0000,700 RA PEN1,,"(37.7872574372, -122.424646244)"
9642,817470334,9/30/12,,17:40,1231 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0, ,,, ,,"(37.7864872871, -122.422091482)"
9643,818062243,9/30/12,,17:05,571 POST ST,V22500H,DBL PARK,110,Open, $                      -,216,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7878719865, -122.411208349)"
9644,818062254,9/30/12,,17:23,506 SUTTER ST,V22500I,BUS ZONE,267,Closed,$267.00 ,0,16 16 BUSZONE,11/18/2012 12:00:00 AM +0000,12/09/2012 12:00:00 AM +0000, ,,"(37.7892799828, -122.408766175)"
9645,818062265,9/30/12,,18:22,1195 POST ST,V22500I,BUS ZONE,267,Closed,$267.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.786570318, -122.421457399)"
9646,818062276,9/30/12,,16:06,1174 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,119 TOWZVLD,11/30/2012 12:00:00 AM +0000,12/21/2012 12:00:00 AM +0000, ,,"(37.787883891, -122.41971336)"
9647,818062280,9/30/12,,16:07,1252 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7877190878, -122.421011235)"
9648,818062291,9/30/12,,16:07,1336 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed, $                      -,0,50 50 DP RU,12/04/2012 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7875424014, -122.422402564)"
9649,818062302,9/30/12,,17:22,432 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7894362683, -122.40753581)"
9650,818062313,9/30/12,,17:24,680 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7889225473, -122.411579557)"
9651,818062324,9/30/12,,17:25,736 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7888016775, -122.41253392)"
9652,818062335,9/30/12,,17:25,744 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,10/03/2012 12:00:00 AM +0000,10/24/2012 12:00:00 AM +0000, ,,"(37.7887856135, -122.412660976)"
9653,818062350,9/30/12,,15:44,544 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,119 TOWZVLD,11/25/2012 12:00:00 AM +0000,12/16/2012 12:00:00 AM +0000, ,,"(37.7890867254, -122.398572688)"
