"Ticket.Number","Citation.Issue.Date","Violation","Fine.Amount","Citation.Status","Amount.Paid","Amount.Due","Citation.Issue.Month","Paid.On.Time","Latitude","Longitude","Citation.Issue.Year","Citation.Issue.DayOfWeek","Citation.Issue.Weekday","Citation.Issue.Hour","Citation.Issue.MonthYear"
814809833,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7882279656,-122.417029098,2012,"Tues","Weekday",17,"Sep-2012"
814809844,2012-09-25,"TWAWY ZONE",83,"Open",2,191,"Sep","0",37.7882157887,-122.417123359,2012,"Tues","Weekday",17,"Sep-2012"
814809855,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.788191433,-122.417311883,2012,"Tues","Weekday",17,"Sep-2012"
814809866,2012-09-25,"TWAWY ZONE",83,"Closed",66,0,"Sep","1",37.7881751959,-122.417437564,2012,"Tues","Weekday",17,"Sep-2012"
814809870,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7881548988,-122.417594666,2012,"Tues","Weekday",17,"Sep-2012"
814809881,2012-09-25,"TWAWY ZONE",83,"Closed",35,0,"Sep","1",37.7881427215,-122.417688928,2012,"Tues","Weekday",17,"Sep-2012"
814809892,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7877790881,-122.420538733,2012,"Tues","Weekday",17,"Sep-2012"
814809903,2012-09-25,"TWAWY ZONE",83,"Closed",35,0,"Sep","1",37.7877710883,-122.420601733,2012,"Tues","Weekday",17,"Sep-2012"
814809914,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7877510877,-122.420759234,2012,"Tues","Weekday",17,"Sep-2012"
814809925,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7877230878,-122.420979735,2012,"Tues","Weekday",17,"Sep-2012"
814809936,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7877150877,-122.421042736,2012,"Tues","Weekday",17,"Sep-2012"
814809940,2012-09-25,"TWAWY ZONE",83,"Closed",2,0,"Sep","1",37.7877030876,-122.421137236,2012,"Tues","Weekday",17,"Sep-2012"
814809951,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7875945155,-122.421992197,2012,"Tues","Weekday",17,"Sep-2012"
814809962,2012-09-25,"TWAWY ZONE",83,"Closed",12,0,"Sep","1",37.787570463,-122.422181597,2012,"Tues","Weekday",17,"Sep-2012"
814809973,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7875544275,-122.422307864,2012,"Tues","Weekday",17,"Sep-2012"
814809984,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.787522357,-122.422560396,2012,"Tues","Weekday",17,"Sep-2012"
817357450,2012-09-25,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7891996905,-122.409398238,2012,"Tues","Weekday",16,"Sep-2012"
817357461,2012-09-25,"TWAWY ZONE",83,"Open",2,189,"Sep","0",37.7884911199,-122.414973739,2012,"Tues","Weekday",16,"Sep-2012"
817357472,2012-09-25,"TWAWY ZONE",83,"Open",2,189,"Sep","0",37.7882810458,-122.416615907,2012,"Tues","Weekday",16,"Sep-2012"
817357483,2012-09-25,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7894242936,-122.407630082,2012,"Tues","Weekday",17,"Sep-2012"
817357494,2012-09-25,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7889786246,-122.411138236,2012,"Tues","Weekday",17,"Sep-2012"
817357505,2012-09-25,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7891234098,-122.409998695,2012,"Tues","Weekday",17,"Sep-2012"
817357516,2012-09-25,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7891073499,-122.410125108,2012,"Tues","Weekday",17,"Sep-2012"
817357520,2012-09-25,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7890106675,-122.410886051,2012,"Tues","Weekday",17,"Sep-2012"
817357531,2012-09-25,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7889465802,-122.41139042,2012,"Tues","Weekday",17,"Sep-2012"
817357542,2012-09-25,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7889265523,-122.411548035,2012,"Tues","Weekday",17,"Sep-2012"
817357553,2012-09-25,"TWAWY ZN#1",93,"Closed",2,0,"Sep","1",37.788741438,-122.413010381,2012,"Tues","Weekday",17,"Sep-2012"
817357564,2012-09-25,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7887735658,-122.412756269,2012,"Tues","Weekday",17,"Sep-2012"
817357575,2012-09-25,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7887213587,-122.413169201,2012,"Tues","Weekday",17,"Sep-2012"
817357586,2012-09-25,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7887133263,-122.413232728,2012,"Tues","Weekday",17,"Sep-2012"
817357590,2012-09-25,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7886932457,-122.413391549,2012,"Tues","Weekday",17,"Sep-2012"
817357601,2012-09-25,"TWAWY ZN#1",93,"Closed",2,0,"Sep","1",37.7887012782,-122.413328021,2012,"Tues","Weekday",17,"Sep-2012"
817357612,2012-09-25,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7886932457,-122.413391549,2012,"Tues","Weekday",17,"Sep-2012"
817357623,2012-09-25,"TWAWY ZONE",83,"Closed",2,0,"Sep","1",37.7886403716,-122.413806956,2012,"Tues","Weekday",16,"Sep-2012"
817357634,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7884059561,-122.415639487,2012,"Tues","Weekday",16,"Sep-2012"
817357645,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7883455166,-122.416111949,2012,"Tues","Weekday",16,"Sep-2012"
817357656,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7885960012,-122.414153838,2012,"Tues","Weekday",16,"Sep-2012"
817357660,2012-09-25,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7872334105,-122.424835397,2012,"Tues","Weekday",16,"Sep-2012"
817357671,2012-09-25,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7874616291,-122.414441824,2012,"Tues","Weekday",11,"Sep-2012"
817357682,2012-09-25,"DBL PARK",110,"Closed",12,0,"Sep","1",37.787598525,-122.421960631,2012,"Tues","Weekday",11,"Sep-2012"
817357693,2012-09-25,"DBL PARK",110,"Closed",55,0,"Sep","1",37.7893803874,-122.407975747,2012,"Tues","Weekday",12,"Sep-2012"
817357704,2012-09-25,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7894003448,-122.407818627,2012,"Tues","Weekday",12,"Sep-2012"
814809995,2012-09-26,"TWAWY ZN#1",93,"Closed",72,0,"Sep","1",37.7803008145,-122.409454299,2012,"Wed","Weekday",17,"Sep-2012"
814810006,2012-09-26,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.774818523,-122.416378002,2012,"Wed","Weekday",17,"Sep-2012"
817357715,2012-09-26,"BUS ZONE",267,"Closed",2,0,"Sep","1",37.7884422193,-122.415356011,2012,"Wed","Weekday",8,"Sep-2012"
817357726,2012-09-26,"BUS ZONE",267,"Closed",95,0,"Sep","1",37.7870023042,-122.418055866,2012,"Wed","Weekday",15,"Sep-2012"
817357730,2012-09-26,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7889505861,-122.411358896,2012,"Wed","Weekday",15,"Sep-2012"
817357741,2012-09-26,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7872974798,-122.424330986,2012,"Wed","Weekday",16,"Sep-2012"
817357752,2012-09-26,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7872294063,-122.424866923,2012,"Wed","Weekday",16,"Sep-2012"
817357763,2012-09-26,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7896376039,-122.405950625,2012,"Wed","Weekday",17,"Sep-2012"
817357774,2012-09-26,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.789408328,-122.407755778,2012,"Wed","Weekday",17,"Sep-2012"
817357785,2012-09-26,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7891996905,-122.409398238,2012,"Wed","Weekday",17,"Sep-2012"
817357796,2012-09-26,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7884180445,-122.415544995,2012,"Wed","Weekday",17,"Sep-2012"
817357800,2012-09-26,"TWAWY ZONE",83,"Closed",12,0,"Sep","1",37.7875464101,-122.422370997,2012,"Wed","Weekday",17,"Sep-2012"
817357811,2012-09-26,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7868799293,-122.419019554,2012,"Wed","Weekday",8,"Sep-2012"
817357822,2012-09-26,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7884261028,-122.415482,2012,"Wed","Weekday",11,"Sep-2012"
817357833,2012-09-26,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7864415711,-122.422438347,2012,"Wed","Weekday",17,"Sep-2012"
817357844,2012-09-26,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7864955988,-122.422028415,2012,"Wed","Weekday",17,"Sep-2012"
817357855,2012-09-26,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7893484546,-122.408227138,2012,"Wed","Weekday",16,"Sep-2012"
817357866,2012-09-26,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7893364802,-122.40832141,2012,"Wed","Weekday",16,"Sep-2012"
817357870,2012-09-26,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7893404719,-122.408289986,2012,"Wed","Weekday",16,"Sep-2012"
817357881,2012-09-26,"TWAWY ZN#1",93,"Open",2,199,"Sep","0",37.7891675728,-122.409651062,2012,"Wed","Weekday",16,"Sep-2012"
817357892,2012-09-26,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7885637307,-122.414406116,2012,"Wed","Weekday",16,"Sep-2012"
817357903,2012-09-26,"TWAWY ZONE",83,"Open",2,83,"Sep","0",37.7883616347,-122.41598596,2012,"Wed","Weekday",16,"Sep-2012"
817357914,2012-09-26,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7883334287,-122.416206441,2012,"Wed","Weekday",16,"Sep-2012"
817357925,2012-09-26,"TWAWY ZONE",83,"Closed",2,0,"Sep","1",37.7881589588,-122.417563246,2012,"Wed","Weekday",16,"Sep-2012"
817470010,2012-09-26,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7796257423,-122.410309083,2012,"Wed","Weekday",17,"Sep-2012"
817470021,2012-09-26,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7795919887,-122.410351821,2012,"Wed","Weekday",17,"Sep-2012"
817470032,2012-09-26,"TWAWY ZN#1",93,"Closed",19,0,"Sep","1",37.7797270039,-122.410180866,2012,"Wed","Weekday",17,"Sep-2012"
817470043,2012-09-26,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7799970326,-122.409838953,2012,"Wed","Weekday",17,"Sep-2012"
817470054,2012-09-26,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7821196713,-122.407151127,2012,"Wed","Weekday",17,"Sep-2012"
817470065,2012-09-26,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7821631718,-122.40709604,2012,"Wed","Weekday",17,"Sep-2012"
817470076,2012-09-26,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7824537207,-122.40672811,2012,"Wed","Weekday",17,"Sep-2012"
817357936,2012-09-27,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7893364802,-122.40832141,2012,"Thurs","Weekday",16,"Sep-2012"
817357940,2012-09-27,"TWAWY ZN#1",93,"Closed",2,0,"Sep","1",37.7891715877,-122.409619459,2012,"Thurs","Weekday",16,"Sep-2012"
817357951,2012-09-27,"TWAWY ZN#1",93,"Closed",2,0,"Sep","1",37.7891354537,-122.409903887,2012,"Thurs","Weekday",16,"Sep-2012"
817357962,2012-09-27,"TWAWY ZONE",83,"Closed",12,0,"Sep","1",37.7885072563,-122.414847601,2012,"Thurs","Weekday",16,"Sep-2012"
817357973,2012-09-27,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7883696932,-122.415922965,2012,"Thurs","Weekday",16,"Sep-2012"
817357984,2012-09-27,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.78807777,-122.418191654,2012,"Thurs","Weekday",16,"Sep-2012"
817357995,2012-09-27,"TWAWY ZONE",83,"Closed",66,0,"Sep","1",37.7879562797,-122.419143242,2012,"Thurs","Weekday",16,"Sep-2012"
817358006,2012-09-27,"TWAWY ZONE",83,"Closed",12,0,"Sep","1",37.7878718267,-122.41980838,2012,"Thurs","Weekday",16,"Sep-2012"
818062011,2012-09-27,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7874301494,-122.423286426,2012,"Thurs","Weekday",16,"Sep-2012"
818062022,2012-09-27,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7873375215,-122.424015729,2012,"Thurs","Weekday",16,"Sep-2012"
818062033,2012-09-27,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7873054878,-122.424267935,2012,"Thurs","Weekday",16,"Sep-2012"
818062044,2012-09-27,"TWAWY ZONE",83,"Closed",2,0,"Sep","1",37.7872574372,-122.424646244,2012,"Thurs","Weekday",16,"Sep-2012"
818062055,2012-09-27,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7896072305,-122.40618978,2012,"Thurs","Weekday",17,"Sep-2012"
818062066,2012-09-27,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7893923624,-122.407881474,2012,"Thurs","Weekday",17,"Sep-2012"
818062070,2012-09-27,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7893763957,-122.408007171,2012,"Thurs","Weekday",17,"Sep-2012"
818062081,2012-09-27,"TWAWY ZN#1",93,"Open",2,93,"Sep","0",37.7893803874,-122.407975747,2012,"Thurs","Weekday",17,"Sep-2012"
818062092,2012-09-27,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7893364802,-122.40832141,2012,"Thurs","Weekday",17,"Sep-2012"
818062103,2012-09-27,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7892237782,-122.409208619,2012,"Thurs","Weekday",17,"Sep-2012"
818062114,2012-09-27,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7891956757,-122.40942984,2012,"Thurs","Weekday",17,"Sep-2012"
818062125,2012-09-27,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7891474984,-122.409809077,2012,"Thurs","Weekday",17,"Sep-2012"
818062136,2012-09-27,"TWAWY ZN#1",93,"Closed",72,0,"Sep","1",37.7891354537,-122.409903887,2012,"Thurs","Weekday",17,"Sep-2012"
818062140,2012-09-27,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7883092526,-122.416395425,2012,"Thurs","Weekday",17,"Sep-2012"
818062151,2012-09-27,"TWAWY ZONE",83,"Closed",35,0,"Sep","1",37.7879120425,-122.419491648,2012,"Thurs","Weekday",17,"Sep-2012"
818062162,2012-09-27,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7874501948,-122.423128594,2012,"Thurs","Weekday",17,"Sep-2012"
817470205,2012-09-28,"BUS ZONE",267,"Closed",95,0,"Sep","1",37.7881086699,-122.416875615,2012,"Fri","Weekday",12,"Sep-2012"
817470080,2012-09-29,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7874415097,-122.41459927,2012,"Sat","Weekend",9,"Sep-2012"
817470091,2012-09-29,"DBL PARK",110,"Closed",55,0,"Sep","1",37.7891555282,-122.409745871,2012,"Sat","Weekend",10,"Sep-2012"
817470102,2012-09-29,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7887735658,-122.412756269,2012,"Sat","Weekend",10,"Sep-2012"
817470113,2012-09-29,"BUS ZONE",267,"Closed",95,0,"Sep","1",37.7870134933,-122.417967749,2012,"Sat","Weekend",11,"Sep-2012"
817470124,2012-09-29,"DBL PARK",110,"Closed",28,0,"Sep","1",37.7894522336,-122.407410114,2012,"Sat","Weekend",12,"Sep-2012"
817470135,2012-09-29,"DBL PARK",110,"Closed",12,0,"Sep","1",37.788401927,-122.415670985,2012,"Sat","Weekend",12,"Sep-2012"
817470146,2012-09-29,"DBL PARK",110,"Open",2,110,"Sep","0",37.7883777517,-122.41585997,2012,"Sat","Weekend",12,"Sep-2012"
817470150,2012-09-29,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7881346023,-122.417751769,2012,"Sat","Weekend",12,"Sep-2012"
817470161,2012-09-29,"BUS ZONE",267,"Closed",2,0,"Sep","1",37.7884341611,-122.415419005,2012,"Sat","Weekend",13,"Sep-2012"
817470172,2012-09-29,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7887494703,-122.412946853,2012,"Sat","Weekend",14,"Sep-2012"
817470183,2012-09-29,"DBL PARK",110,"Closed",55,0,"Sep","1",37.7884220737,-122.415513498,2012,"Sat","Weekend",16,"Sep-2012"
817470194,2012-09-29,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7892117349,-122.409303428,2012,"Sat","Weekend",17,"Sep-2012"
818062173,2012-09-29,"DBL PARK",110,"Open",2,216,"Sep","0",37.7894761817,-122.407221569,2012,"Sat","Weekend",11,"Sep-2012"
818062184,2012-09-29,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7879401936,-122.419269935,2012,"Sat","Weekend",16,"Sep-2012"
818062195,2012-09-29,"BUS ZONE",267,"Open",2,373,"Sep","0",37.7874093171,-122.414851182,2012,"Sat","Weekend",12,"Sep-2012"
818062206,2012-09-29,"BUS ZONE",267,"Open",2,373,"Sep","0",37.7876550863,-122.421515239,2012,"Sat","Weekend",12,"Sep-2012"
818062210,2012-09-29,"BUS ZONE",267,"Closed",106,0,"Sep","1",37.787196572,-122.416525909,2012,"Sat","Weekend",13,"Sep-2012"
818062221,2012-09-29,"BUS ZONE",267,"Closed",95,0,"Sep","1",37.7884422193,-122.415356011,2012,"Sat","Weekend",13,"Sep-2012"
818062232,2012-09-29,"BUS ZONE",267,"Closed",122,0,"Sep","1",37.7882360844,-122.416966256,2012,"Sat","Weekend",17,"Sep-2012"
817470216,2012-09-30,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7890636764,-122.398601882,2012,"Sun","Weekend",17,"Sep-2012"
817470220,2012-09-30,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7843123196,-122.404619716,2012,"Sun","Weekend",17,"Sep-2012"
817470231,2012-09-30,"TWAWY ZN#1",93,"Closed",42,0,"Sep","1",37.7842788045,-122.404662161,2012,"Sun","Weekend",17,"Sep-2012"
817470242,2012-09-30,"TWAWY ZN#1",93,"Closed",42,0,"Sep","1",37.7842452885,-122.404704606,2012,"Sun","Weekend",17,"Sep-2012"
817470253,2012-09-30,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7881632526,-122.40892706,2012,"Sun","Weekend",12,"Sep-2012"
817470264,2012-09-30,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7882971644,-122.416489917,2012,"Sun","Weekend",15,"Sep-2012"
817470275,2012-09-30,"TWAWY ZN#1",93,"Closed",19,0,"Sep","1",37.7894322767,-122.407567234,2012,"Sun","Weekend",16,"Sep-2012"
817470286,2012-09-30,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.789384379,-122.407944322,2012,"Sun","Weekend",16,"Sep-2012"
817470290,2012-09-30,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7894123197,-122.407724354,2012,"Sun","Weekend",16,"Sep-2012"
817470301,2012-09-30,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7888016775,-122.41253392,2012,"Sun","Weekend",16,"Sep-2012"
817470312,2012-09-30,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7881711369,-122.417468985,2012,"Sun","Weekend",16,"Sep-2012"
817470323,2012-09-30,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7872574372,-122.424646244,2012,"Sun","Weekend",16,"Sep-2012"
817470334,2012-09-30,"DBL PARK",110,"Closed",12,0,"Sep","1",37.7864872871,-122.422091482,2012,"Sun","Weekend",17,"Sep-2012"
818062243,2012-09-30,"DBL PARK",110,"Open",2,216,"Sep","0",37.7878719865,-122.411208349,2012,"Sun","Weekend",17,"Sep-2012"
818062254,2012-09-30,"BUS ZONE",267,"Closed",95,0,"Sep","1",37.7892799828,-122.408766175,2012,"Sun","Weekend",17,"Sep-2012"
818062265,2012-09-30,"BUS ZONE",267,"Closed",95,0,"Sep","1",37.786570318,-122.421457399,2012,"Sun","Weekend",18,"Sep-2012"
818062276,2012-09-30,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.787883891,-122.41971336,2012,"Sun","Weekend",16,"Sep-2012"
818062280,2012-09-30,"TWAWY ZONE",83,"Closed",159,0,"Sep","1",37.7877190878,-122.421011235,2012,"Sun","Weekend",16,"Sep-2012"
818062291,2012-09-30,"TWAWY ZONE",83,"Closed",2,0,"Sep","1",37.7875424014,-122.422402564,2012,"Sun","Weekend",16,"Sep-2012"
818062302,2012-09-30,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7894362683,-122.40753581,2012,"Sun","Weekend",17,"Sep-2012"
818062313,2012-09-30,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7889225473,-122.411579557,2012,"Sun","Weekend",17,"Sep-2012"
818062324,2012-09-30,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7888016775,-122.41253392,2012,"Sun","Weekend",17,"Sep-2012"
818062335,2012-09-30,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7887856135,-122.412660976,2012,"Sun","Weekend",17,"Sep-2012"
818062350,2012-09-30,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7890867254,-122.398572688,2012,"Sun","Weekend",15,"Sep-2012"
818062361,2012-09-30,"TWAWY ZN#1",93,"Closed",72,0,"Sep","1",37.7905840113,-122.396430703,2012,"Sun","Weekend",15,"Sep-2012"
818062372,2012-09-30,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7852098679,-122.403531883,2012,"Sun","Weekend",15,"Sep-2012"
818062383,2012-09-30,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7771562378,-122.413435794,2012,"Sun","Weekend",17,"Sep-2012"
818062394,2012-09-30,"TWAWY ZN#1",93,"Closed",164,0,"Sep","1",37.7891234098,-122.409998695,2012,"Sun","Weekend",16,"Sep-2012"
818062405,2012-09-30,"TWAWY ZONE",83,"Closed",66,0,"Sep","1",37.7883858102,-122.415796974,2012,"Sun","Weekend",16,"Sep-2012"
818062416,2012-09-30,"TWAWY ZONE",83,"Open",159,106,"Sep","1",37.7883092526,-122.416395425,2012,"Sun","Weekend",16,"Sep-2012"
817470345,2012-10-01,"DBL PARK",110,"Closed",12,0,"Oct","1",37.7875464101,-122.422370997,2012,"Mon","Weekday",8,"Oct-2012"
817470356,2012-10-01,"DBL PARK",110,"Closed",12,0,"Oct","1",37.7883052232,-122.416426922,2012,"Mon","Weekday",10,"Oct-2012"
817470360,2012-10-01,"DBL PARK",110,"Closed",12,0,"Oct","1",37.7882891047,-122.416552913,2012,"Mon","Weekday",10,"Oct-2012"
817470371,2012-10-01,"DBL PARK",110,"Closed",81,0,"Oct","1",37.7887012782,-122.413328021,2012,"Mon","Weekday",13,"Oct-2012"
817470382,2012-10-01,"DBL PARK",110,"Closed",12,0,"Oct","1",37.7883052232,-122.416426922,2012,"Mon","Weekday",13,"Oct-2012"
817470393,2012-10-01,"BUS ZONE",267,"Closed",139,0,"Oct","1",37.7876142161,-122.413245749,2012,"Mon","Weekday",14,"Oct-2012"
817470404,2012-10-01,"TWAWY ZN#1",93,"Closed",164,0,"Oct","1",37.789420302,-122.407661507,2012,"Mon","Weekday",16,"Oct-2012"
817470415,2012-10-01,"TWAWY ZN#1",93,"Open",2,93,"Oct","0",37.7891434835,-122.40984068,2012,"Mon","Weekday",16,"Oct-2012"
817470426,2012-10-01,"TWAWY ZONE",83,"Closed",159,0,"Oct","1",37.7883052232,-122.416426922,2012,"Mon","Weekday",16,"Oct-2012"
817470430,2012-10-01,"TWAWY ZONE",83,"Open",2,83,"Oct","0",37.7882850752,-122.41658441,2012,"Mon","Weekday",16,"Oct-2012"
817470441,2012-10-01,"TWAWY ZONE",83,"Closed",2,0,"Oct","1",37.7881346023,-122.417751769,2012,"Mon","Weekday",16,"Oct-2012"
817470452,2012-10-01,"TWAWY ZONE",83,"Open",159,106,"Oct","1",37.7876590865,-122.421483738,2012,"Mon","Weekday",16,"Oct-2012"
817470463,2012-10-01,"TWAWY ZN#1",93,"Closed",164,0,"Oct","1",37.7891193948,-122.410030298,2012,"Mon","Weekday",17,"Oct-2012"
817470474,2012-10-01,"TWAWY ZONE",83,"Closed",2,0,"Oct","1",37.7885838994,-122.414248443,2012,"Mon","Weekday",17,"Oct-2012"
818062420,2012-10-01,"TWAWY ZN#1",93,"Closed",164,0,"Oct","1",37.7887534859,-122.412915089,2012,"Mon","Weekday",16,"Oct-2012"
818062431,2012-10-01,"TWAWY ZONE",83,"Open",159,106,"Oct","1",37.7876830872,-122.421294737,2012,"Mon","Weekday",16,"Oct-2012"
818062442,2012-10-01,"TWAWY ZONE",83,"Closed",159,0,"Oct","1",37.7877350878,-122.420885234,2012,"Mon","Weekday",16,"Oct-2012"
818062453,2012-10-01,"TWAWY ZONE",83,"Closed",159,0,"Oct","1",37.7877150877,-122.421042736,2012,"Mon","Weekday",16,"Oct-2012"
818062464,2012-10-01,"TWAWY ZONE",83,"Closed",159,0,"Oct","1",37.7876990875,-122.421168737,2012,"Mon","Weekday",16,"Oct-2012"
818062475,2012-10-01,"TWAWY ZONE",83,"Closed",2,0,"Oct","1",37.7874822674,-122.422876062,2012,"Mon","Weekday",16,"Oct-2012"
818062486,2012-10-01,"TWAWY ZONE",83,"Closed",159,0,"Oct","1",37.7879401936,-122.419269935,2012,"Mon","Weekday",17,"Oct-2012"
817470485,2012-10-02,"DBL PARK",110,"Closed",81,0,"Oct","1",37.787659069,-122.412888192,2012,"Tues","Weekday",10,"Oct-2012"
817470496,2012-10-02,"DBL PARK",110,"Closed",55,0,"Oct","1",37.7879163053,-122.410861791,2012,"Tues","Weekday",10,"Oct-2012"
817470500,2012-10-02,"DBL PARK",110,"Closed",12,0,"Oct","1",37.7873255087,-122.424110306,2012,"Tues","Weekday",12,"Oct-2012"
817470511,2012-10-02,"DBL PARK",110,"Closed",12,0,"Oct","1",37.7882360844,-122.416966256,2012,"Tues","Weekday",14,"Oct-2012"
817470522,2012-10-02,"DBL PARK",110,"Closed",12,0,"Oct","1",37.7879120425,-122.419491648,2012,"Tues","Weekday",12,"Oct-2012"
817470533,2012-10-02,"DBL PARK",110,"Closed",12,0,"Oct","1",37.7877573635,-122.412107509,2012,"Tues","Weekday",12,"Oct-2012"
818062490,2012-10-02,"BUS ZONE",267,"Open",2,267,"Oct","0",37.7878276668,-122.411554908,2012,"Tues","Weekday",11,"Oct-2012"
818062501,2012-10-02,"DBL PARK",110,"Closed",28,0,"Oct","1",37.7884220737,-122.415513498,2012,"Tues","Weekday",10,"Oct-2012"
818062512,2012-10-02,"DBL PARK",110,"Closed",12,0,"Oct","1",37.7875501546,-122.413749062,2012,"Tues","Weekday",12,"Oct-2012"
818062523,2012-10-02,"BUS ZONE",267,"Closed",122,0,"Oct","1",37.7884462484,-122.415324513,2012,"Tues","Weekday",14,"Oct-2012"
